Name,Year,Correct Year,Miles,Price,Brand,Model
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
BMW  Series,20113,2011,"42,869.00","$24,590",BMW, Series
Honda HR-V,2021,2021,"9,286.00","$24,990",Honda,HR-V
Mercedes-Benz CLK-Class,2009,2009,"45,043.00","$16,990",Mercedes-Benz,CLK-Class
Lexus RX,2010,2010,"91,861.00","$17,990",Lexus,RX
Acura MDX,2010,2010,"98,825.00","$16,590",Acura,MDX
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
BMW  Series,20113,2011,"42,869.00","$24,590",BMW, Series
Honda HR-V,2021,2021,"9,286.00","$24,990",Honda,HR-V
Mercedes-Benz CLK-Class,2009,2009,"45,043.00","$16,990",Mercedes-Benz,CLK-Class
Lexus RX,2010,2010,"91,861.00","$17,990",Lexus,RX
Acura MDX,2010,2010,"98,825.00","$16,590",Acura,MDX
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
BMW  Series,20113,2011,"42,869.00","$24,590",BMW, Series
Honda HR-V,2021,2021,"9,286.00","$24,990",Honda,HR-V
Mercedes-Benz CLK-Class,2009,2009,"45,043.00","$16,990",Mercedes-Benz,CLK-Class
Acura MDX,2010,2010,"98,825.00","$16,590",Acura,MDX
Lexus RX,2010,2010,"91,861.00","$17,990",Lexus,RX
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
MAZDA MAZDA,20193,2019,"26,394.00","$23,590",MAZDA,MAZDA
Nissan Rogue,2016,2016,"65,321.00","$17,990",Nissan,Rogue
FIAT,2012500,2012,60482,12990,,#VALUE!
Chevrolet Trax,2019,2019,"85,854.00","$16,990",Chevrolet,Trax
Kia Soul,2022,2022,"2,342.00","$23,990",Kia,Soul
MAZDA MAZDA,20123,2012,"84,986.00","$13,590",MAZDA,MAZDA
Nissan Frontier Crew Cab,2016,2016,"57,642.00","$22,990",Nissan,Frontier Crew Cab
Volkswagen Jetta,2016,2016,"91,658.00","$13,590",Volkswagen,Jetta
Chevrolet Equinox,2018,2018,"90,230.00","$17,590",Chevrolet,Equinox
Lincoln MKZ,2017,2017,"89,669.00","$20,990",Lincoln,MKZ
Chevrolet Impala,2019,2019,"15,888.00","$24,990",Chevrolet,Impala
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
INFINITI Q,201450,2014,"84,923.00","$19,990",INFINITI,Q
BMW  Series,20113,2011,"16,837.00","$24,990",BMW, Series
Chevrolet Cruze,2018,2018,"53,252.00","$16,990",Chevrolet,Cruze
Chevrolet Trax,2019,2019,"39,031.00","$18,590",Chevrolet,Trax
Toyota Avalon,2014,2014,"91,656.00","$18,590",Toyota,Avalon
Nissan Murano,2017,2017,"70,745.00","$21,590",Nissan,Murano
Volvo S,201260,2012,"88,304.00","$14,590",Volvo,S
Toyota Venza,2015,2015,"84,886.00","$18,590",Toyota,Venza
Lexus RX,2015,2015,"62,315.00","$24,590",Lexus,RX
Kia Sportage,2011,2011,"21,894.00","$17,990",Kia,Sportage
Ford Escape,2014,2014,"102,300.00","$13,990",Ford,Escape
Toyota Corolla,2015,2015,"55,945.00","$16,990",Toyota,Corolla
Hyundai Sonata,2016,2016,"98,711.00","$14,590",Hyundai,Sonata
Kia Soul,2019,2019,"40,759.00","$17,590",Kia,Soul
Chevrolet Trax,2016,2016,"79,668.00","$14,990",Chevrolet,Trax
Toyota Tundra Double Cab,2012,2012,"98,145.00","$24,990",Toyota,Tundra Double Cab
Volvo S,201040,2010,"49,335.00","$13,990",Volvo,S
Nissan Rogue,2017,2017,"58,108.00","$19,990",Nissan,Rogue
Jeep Cherokee,2019,2019,"82,566.00","$18,990",Jeep,Cherokee
Volkswagen e-Golf,2016,2016,"34,600.00","$18,990",Volkswagen,e-Golf
BMW  Series,20153,2015,"63,832.00","$19,990",BMW, Series
Nissan Rogue Select,2014,2014,"65,396.00","$14,990",Nissan,Rogue Select
Nissan Versa,2019,2019,"56,209.00","$15,990",Nissan,Versa
Chevrolet Malibu,2017,2017,"42,785.00","$18,990",Chevrolet,Malibu
Nissan Versa,2020,2020,"24,449.00","$18,590",Nissan,Versa
Toyota Corolla,2017,2017,"15,779.00","$19,990",Toyota,Corolla
Chrysler Town & Country,2014,2014,"73,182.00","$16,990",Chrysler,Town & Country
Nissan Rogue Select,2015,2015,"41,665.00","$17,990",Nissan,Rogue Select
Hyundai Sonata,2012,2012,"103,714.00","$12,990",Hyundai,Sonata
Hyundai Sonata,2018,2018,"100,904.00","$17,990",Hyundai,Sonata
Ford Focus,2014,2014,"45,148.00","$15,590",Ford,Focus
Toyota Corolla,2012,2012,"90,680.00","$14,590",Toyota,Corolla
Toyota Corolla,2015,2015,"69,499.00","$16,590",Toyota,Corolla
Chevrolet Camaro,2015,2015,"17,628.00","$21,990",Chevrolet,Camaro
Mercedes-Benz E-Class,2010,2010,"60,343.00","$17,990",Mercedes-Benz,E-Class
Hyundai Elantra,2017,2017,"49,693.00","$16,990",Hyundai,Elantra
Jeep Patriot,2017,2017,"70,412.00","$16,990",Jeep,Patriot
Nissan Rogue,2014,2014,"83,092.00","$15,990",Nissan,Rogue
MAZDA MAZDA,20153,2015,"87,905.00","$15,590",MAZDA,MAZDA
Toyota Corolla,2020,2020,"33,111.00","$22,590",Toyota,Corolla
Chrysler,2014300,2014,66842,18990,,#VALUE!
Hyundai Santa Fe,2019,2019,"44,910.00","$24,990",Hyundai,Santa Fe
Nissan Rogue,2016,2016,"21,065.00","$21,590",Nissan,Rogue
Toyota Corolla,2015,2015,"80,359.00","$15,990",Toyota,Corolla
Chrysler,2015200,2015,64927,16590,,#VALUE!
Ford Fiesta,2016,2016,"29,486.00","$14,990",Ford,Fiesta
Cadillac ATS,2017,2017,"35,883.00","$23,990",Cadillac,ATS
Kia Sorento,2018,2018,"74,704.00","$18,990",Kia,Sorento
Buick Encore,2018,2018,"88,200.00","$17,990",Buick,Encore
Volkswagen Beetle,2013,2013,"23,627.00","$19,990",Volkswagen,Beetle
Lexus LS,2011,2011,"90,571.00","$22,990",Lexus,LS
Ford Fiesta,2019,2019,"53,896.00","$15,990",Ford,Fiesta
Toyota Corolla,2014,2014,"42,348.00","$16,990",Toyota,Corolla
Nissan Altima,2017,2017,"40,866.00","$19,990",Nissan,Altima
Jeep Cherokee,2017,2017,"53,530.00","$18,990",Jeep,Cherokee
Hyundai Sonata,2011,2011,"51,299.00","$14,990",Hyundai,Sonata
Hyundai Veloster,2013,2013,"95,153.00","$14,990",Hyundai,Veloster
Ford Fusion,2018,2018,"59,585.00","$18,990",Ford,Fusion
Honda Crosstour,2012,2012,"40,057.00","$19,590",Honda,Crosstour
Hyundai Elantra,2016,2016,"103,702.00","$13,590",Hyundai,Elantra
Hyundai Sonata Hybrid,2017,2017,"40,804.00","$23,990",Hyundai,Sonata Hybrid
Audi A,20136,2013,"63,236.00","$23,590",Audi,A
Chevrolet Trax,2018,2018,"32,460.00","$18,990",Chevrolet,Trax
Volvo S,201860,2018,"109,429.00","$19,590",Volvo,S
Ford Escape,2011,2011,"51,890.00","$14,990",Ford,Escape
Jeep Compass,2019,2019,"30,841.00","$22,990",Jeep,Compass
Honda Civic,2014,2014,"88,189.00","$14,990",Honda,Civic
Honda CR-V,2013,2013,"44,971.00","$19,590",Honda,CR-V
Dodge Journey,2016,2016,"87,902.00","$17,990",Dodge,Journey
Nissan LEAF,2013,2013,"28,551.00","$13,990",Nissan,LEAF
Nissan Altima,2016,2016,"86,203.00","$16,590",Nissan,Altima
BMW  Series,20133,2013,"76,419.00","$19,990",BMW, Series
Hyundai Sonata,2013,2013,"34,034.00","$16,590",Hyundai,Sonata
Dodge Journey,2017,2017,"73,807.00","$15,990",Dodge,Journey
Chevrolet Malibu,2015,2015,"16,454.00","$19,990",Chevrolet,Malibu
Hyundai Sonata,2015,2015,"33,454.00","$18,590",Hyundai,Sonata
Volkswagen Passat,2017,2017,"56,902.00","$19,990",Volkswagen,Passat
Buick Enclave,2016,2016,"66,472.00","$23,590",Buick,Enclave
Chevrolet Sonic,2015,2015,"51,871.00","$14,590",Chevrolet,Sonic
MINI Convertible,2016,2016,"37,762.00","$23,990",MINI,Convertible
Toyota Sienna,2015,2015,"92,495.00","$24,590",Toyota,Sienna
MAZDA MAZDA,20193,2019,"26,394.00","$23,590",MAZDA,MAZDA
Hyundai Santa Fe Sport,2018,2018,"35,575.00","$22,990",Hyundai,Santa Fe Sport
Chevrolet Camaro,2014,2014,"26,965.00","$24,590",Chevrolet,Camaro
Hyundai Accent,2016,2016,"55,567.00","$14,590",Hyundai,Accent
Toyota Corolla,2018,2018,"44,030.00","$18,590",Toyota,Corolla
Chevrolet Malibu,2015,2015,"71,570.00","$16,590",Chevrolet,Malibu
Chevrolet Camaro,2011,2011,"61,625.00","$19,990",Chevrolet,Camaro
Hyundai Ioniq Hybrid,2019,2019,"45,885.00","$21,990",Hyundai,Ioniq Hybrid
Nissan Rogue,2018,2018,"85,300.00","$19,990",Nissan,Rogue
Volvo S,201560,2015,"51,621.00","$18,990",Volvo,S
Buick LaCrosse,2012,2012,"90,701.00","$15,990",Buick,LaCrosse
Volkswagen Golf GTI,2015,2015,"81,072.00","$19,990",Volkswagen,Golf GTI
Toyota Prius Plug-in Hybrid,2014,2014,"91,054.00","$18,990",Toyota,Prius Plug-in Hybrid
Hyundai Tucson,2016,2016,"77,376.00","$18,990",Hyundai,Tucson
Hyundai Elantra,2020,2020,"22,544.00","$19,990",Hyundai,Elantra
Kia K,2015900,2015,"62,898.00","$23,590",Kia,K
Dodge Grand Caravan Passenger,2019,2019,"54,735.00","$21,990",Dodge,Grand Caravan Passenger
Hyundai Accent,2012,2012,"59,903.00","$12,990",Hyundai,Accent
Volkswagen Jetta SportWagen,2013,2013,"55,486.00","$16,990",Volkswagen,Jetta SportWagen
FIAT  Spider,2018124,2018,"22,398.00","$24,990",FIAT, Spider
Mitsubishi Mirage G,20204,2020,"16,964.00","$17,590",Mitsubishi,Mirage G
Chevrolet Spark,2019,2019,"27,146.00","$17,590",Chevrolet,Spark
Hyundai Venue,2020,2020,"35,647.00","$21,590",Hyundai,Venue
Ford Fiesta,2017,2017,"71,356.00","$12,990",Ford,Fiesta
Volkswagen Passat,2014,2014,"89,211.00","$15,590",Volkswagen,Passat
Chrysler Pacifica,2017,2017,"86,434.00","$19,990",Chrysler,Pacifica
Honda Odyssey,2013,2013,"100,489.00","$18,990",Honda,Odyssey
Mercedes-Benz CLK-Class,2009,2009,"45,043.00","$16,990",Mercedes-Benz,CLK-Class
Audi A,20173,2017,"32,887.00","$24,990",Audi,A
Kia Soul,2016,2016,"46,205.00","$15,990",Kia,Soul
Ford Fusion,2015,2015,"25,984.00","$19,990",Ford,Fusion
Toyota Avalon,2014,2014,"91,656.00","$18,590",Toyota,Avalon
MAZDA MAZDA,20143,2014,"78,277.00","$15,590",MAZDA,MAZDA
Nissan Rogue,2018,2018,"86,047.00","$17,990",Nissan,Rogue
Chrysler Pacifica,2017,2017,"90,842.00","$21,590",Chrysler,Pacifica
Honda CR-V,2014,2014,"72,379.00","$17,590",Honda,CR-V
Ford Escape,2018,2018,"41,626.00","$18,990",Ford,Escape
Jeep Cherokee,2019,2019,"30,611.00","$22,590",Jeep,Cherokee
Dodge Grand Caravan Passenger,2019,2019,"69,734.00","$19,990",Dodge,Grand Caravan Passenger
Mitsubishi Outlander,2014,2014,"88,065.00","$14,990",Mitsubishi,Outlander
Kia Forte,2016,2016,"89,050.00","$13,590",Kia,Forte
Chevrolet Trax,2016,2016,"32,782.00","$16,990",Chevrolet,Trax
GMC Sierra  Regular Cab,20171500,2017,"70,896.00","$22,990",GMC,Sierra  Regular Cab
Toyota Corolla,2016,2016,"60,729.00","$16,990",Toyota,Corolla
Nissan Sentra,2016,2016,"32,583.00","$16,590",Nissan,Sentra
Ford Fusion,2014,2014,"50,636.00","$15,990",Ford,Fusion
Ford Focus,2014,2014,"72,390.00","$12,990",Ford,Focus
Chevrolet Sonic,2015,2015,"65,742.00","$13,590",Chevrolet,Sonic
Dodge Grand Caravan Passenger,2014,2014,"98,056.00","$14,990",Dodge,Grand Caravan Passenger
Toyota Corolla,2013,2013,"97,568.00","$13,990",Toyota,Corolla
Jeep Compass,2019,2019,"69,401.00","$20,590",Jeep,Compass
Ford Fiesta,2013,2013,"53,723.00","$12,990",Ford,Fiesta
Buick Regal,2014,2014,"65,804.00","$16,990",Buick,Regal
Hyundai Tucson,2012,2012,"92,342.00","$14,590",Hyundai,Tucson
Toyota Corolla,2015,2015,"65,754.00","$16,990",Toyota,Corolla
Chevrolet Impala,2018,2018,"38,104.00","$23,990",Chevrolet,Impala
Honda Civic,2016,2016,"79,464.00","$20,590",Honda,Civic
Chevrolet Malibu,2017,2017,"82,474.00","$16,990",Chevrolet,Malibu
Honda Accord,2018,2018,"76,589.00","$23,990",Honda,Accord
Cadillac DTS,2010,2010,"65,864.00","$14,990",Cadillac,DTS
Jeep Compass,2017,2017,"82,520.00","$16,990",Jeep,Compass
Lexus RX,2010,2010,"91,861.00","$17,990",Lexus,RX
Acura MDX,2010,2010,"98,825.00","$16,590",Acura,MDX
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
Honda Accord,2013,2013,"57,944.00","$19,990",Honda,Accord
Acura MDX,2010,2010,"98,825.00","$16,590",Acura,MDX
Lexus RX,2010,2010,"91,861.00","$17,990",Lexus,RX
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
Kia Optima,2018,2018,"37,993.00","$24,590",Kia,Optima
Honda Accord,2010,2010,"77,277.00","$15,590",Honda,Accord
Honda CR-V,2014,2014,"70,442.00","$17,990",Honda,CR-V
Chevrolet Cruze,2017,2017,"75,196.00","$16,990",Chevrolet,Cruze
Hyundai Elantra,2017,2017,"11,065.00","$18,990",Hyundai,Elantra
Hyundai Sonata,2017,2017,"87,628.00","$15,990",Hyundai,Sonata
Toyota Camry,2012,2012,"34,693.00","$17,990",Toyota,Camry
Honda Accord,2013,2013,"57,944.00","$19,990",Honda,Accord
MAZDA MAZDA,20153,2015,"84,856.00","$16,590",MAZDA,MAZDA
Honda Civic,2013,2013,"83,687.00","$15,990",Honda,Civic
Chevrolet Sonic,2017,2017,"29,178.00","$17,590",Chevrolet,Sonic
Chevrolet Volt,2013,2013,"43,285.00","$16,990",Chevrolet,Volt
Chevrolet Sonic,2016,2016,"87,982.00","$14,590",Chevrolet,Sonic
Honda CR-V,2015,2015,"101,771.00","$17,990",Honda,CR-V
MAZDA MX- Miata RF,20175,2017,"49,097.00","$24,990",MAZDA,MX- Miata RF
Toyota Corolla,2022,2022,"2,029.00","$24,990",Toyota,Corolla
Nissan Versa,2017,2017,"54,996.00","$13,990",Nissan,Versa
Toyota Corolla,2012,2012,"34,820.00","$17,590",Toyota,Corolla
Mercedes-Benz SLK-Class,2014,2014,"51,913.00","$24,990",Mercedes-Benz,SLK-Class
Acura TSX,2011,2011,"100,986.00","$14,590",Acura,TSX
Toyota Prius,2013,2013,"92,533.00","$15,990",Toyota,Prius
Dodge Grand Caravan Passenger,2018,2018,"67,121.00","$20,590",Dodge,Grand Caravan Passenger
Honda Civic,2013,2013,"70,072.00","$15,590",Honda,Civic
Nissan Altima,2016,2016,"64,484.00","$17,990",Nissan,Altima
Dodge Grand Caravan Passenger,2019,2019,"84,264.00","$18,990",Dodge,Grand Caravan Passenger
Dodge Charger,2018,2018,"100,230.00","$21,590",Dodge,Charger
Honda CR-V,2009,2009,"37,765.00","$16,990",Honda,CR-V
Ford Mustang,2020,2020,"50,902.00","$24,590",Ford,Mustang
GMC Sierra  Regular Cab,20141500,2014,"79,522.00","$23,990",GMC,Sierra  Regular Cab
Cadillac ATS,2015,2015,"24,000.00","$22,590",Cadillac,ATS
Toyota RAV,20174,2017,"29,947.00","$24,990",Toyota,RAV
Hyundai Tucson,2016,2016,"83,420.00","$16,590",Hyundai,Tucson
Buick Encore,2019,2019,"41,152.00","$20,590",Buick,Encore
Honda Accord,2019,2019,"39,322.00","$24,990",Honda,Accord
Hyundai Genesis,2016,2016,"97,463.00","$20,590",Hyundai,Genesis
Volkswagen Jetta,2014,2014,"46,119.00","$18,590",Volkswagen,Jetta
Hyundai Veloster,2013,2013,"95,153.00","$14,990",Hyundai,Veloster
Nissan Versa Note,2016,2016,"51,528.00","$15,590",Nissan,Versa Note
Ford Focus,2018,2018,"64,566.00","$14,990",Ford,Focus
Honda Odyssey,2015,2015,"100,700.00","$22,590",Honda,Odyssey
Nissan Rogue Select,2015,2015,"41,665.00","$17,990",Nissan,Rogue Select
Hyundai Elantra,2013,2013,"37,314.00","$16,590",Hyundai,Elantra
MAZDA CX-,20185,2018,"29,594.00","$24,990",MAZDA,CX-
Chevrolet Cruze,2017,2017,"34,880.00","$18,990",Chevrolet,Cruze
Chevrolet Cruze,2017,2017,"39,794.00","$18,590",Chevrolet,Cruze
Kia Sorento,2011,2011,"90,805.00","$14,590",Kia,Sorento
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Kia Optima,2018,2018,"37,993.00","$24,590",Kia,Optima
Honda Accord,2013,2013,"57,944.00","$19,990",Honda,Accord
Honda CR-V,2016,2016,"52,037.00","$20,990",Honda,CR-V
Honda Accord,2014,2014,"66,197.00","$18,990",Honda,Accord
Toyota Camry,2019,2019,"19,796.00","$24,590",Toyota,Camry
FIAT L,2014500,2014,"21,077.00","$16,590",FIAT,L
Acura RDX,2012,2012,"48,897.00","$19,990",Acura,RDX
Toyota Prius c,2014,2014,"60,901.00","$17,990",Toyota,Prius c
Toyota Camry,2016,2016,"21,314.00","$21,590",Toyota,Camry
Nissan Rogue Sport,2019,2019,"37,208.00","$20,990",Nissan,Rogue Sport
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
Kia Niro,2019,2019,"27,189.00","$24,990",Kia,Niro
Hyundai Elantra,2015,2015,"18,824.00","$18,590",Hyundai,Elantra
Honda CR-V,2014,2014,"64,396.00","$19,590",Honda,CR-V
Ford Explorer,2015,2015,"105,432.00","$17,590",Ford,Explorer
Chevrolet Cruze,2017,2017,"39,976.00","$17,990",Chevrolet,Cruze
Nissan Altima,2015,2015,"31,618.00","$17,590",Nissan,Altima
Hyundai Elantra,2012,2012,"67,040.00","$13,990",Hyundai,Elantra
Nissan Sentra,2017,2017,"59,223.00","$14,990",Nissan,Sentra
Jeep Compass,2019,2019,"21,544.00","$23,590",Jeep,Compass
Nissan Rogue,2018,2018,"34,701.00","$20,990",Nissan,Rogue
Kia Optima,2018,2018,"37,993.00","$24,590",Kia,Optima
Honda Accord,2013,2013,"57,944.00","$19,990",Honda,Accord
Honda CR-V,2016,2016,"52,037.00","$20,990",Honda,CR-V
Toyota Prius c,2014,2014,"77,147.00","$16,590",Toyota,Prius c
Nissan Altima,2016,2016,"64,484.00","$17,990",Nissan,Altima
Honda CR-V,2009,2009,"37,765.00","$16,990",Honda,CR-V
Ford Mustang,2020,2020,"50,902.00","$24,590",Ford,Mustang
GMC Sierra  Regular Cab,20141500,2014,"79,522.00","$23,990",GMC,Sierra  Regular Cab
Cadillac ATS,2015,2015,"24,000.00","$22,590",Cadillac,ATS
Toyota RAV,20174,2017,"29,947.00","$24,990",Toyota,RAV
Hyundai Tucson,2016,2016,"83,420.00","$16,590",Hyundai,Tucson
Buick Encore,2019,2019,"41,152.00","$20,590",Buick,Encore
Honda Accord,2019,2019,"39,322.00","$24,990",Honda,Accord
Hyundai Genesis,2016,2016,"97,463.00","$20,590",Hyundai,Genesis
Volkswagen Jetta,2014,2014,"46,119.00","$18,590",Volkswagen,Jetta
Hyundai Veloster,2013,2013,"95,153.00","$14,990",Hyundai,Veloster
Nissan Rogue Select,2015,2015,"41,665.00","$17,990",Nissan,Rogue Select
Nissan Versa Note,2016,2016,"51,528.00","$15,590",Nissan,Versa Note
Honda Odyssey,2015,2015,"100,700.00","$22,590",Honda,Odyssey
Ford Focus,2018,2018,"64,566.00","$14,990",Ford,Focus
MAZDA CX-,20185,2018,"29,594.00","$24,990",MAZDA,CX-
Chevrolet Cruze,2017,2017,"34,880.00","$18,990",Chevrolet,Cruze
Hyundai Elantra,2013,2013,"37,314.00","$16,590",Hyundai,Elantra
Chevrolet Cruze,2017,2017,"39,794.00","$18,590",Chevrolet,Cruze
Honda Fit,2015,2015,"52,927.00","$16,990",Honda,Fit
Volkswagen Jetta,2012,2012,"82,738.00","$13,590",Volkswagen,Jetta
Hyundai Sonata,2016,2016,"98,711.00","$14,590",Hyundai,Sonata
